review_text,positive
"this book was very disappointing. i LOVED her 1st two books. so when this book came out i was very excited. after reading it, i found it was rather dull and not very funny. there were very few parts that actually made me laugh, unlike her 1st two books",0
"I read exactly half the book and stopped.  Based on all the criticisms of the unlikely ending, that was a good decision.  As it is there went hours of my life I won't get back!  The book is silly and laughable.  The premise sounded great - but the book is bad.  Really bad",0
"Robert Kiyosaki's books are all the same thing re-packaged over and over again. This book could have been condensed into a couple of paragraphs and saved it's readers a lot of time. He writes in an arrogant, condescending manner that is hard to stomach. I would hate to have been his real dad. It's obvious that he despises him and worships at the alter of Rich Dad. It's offensive and disturbing.Read the first review of this book and you'll have the essence of the whole thing. Don't give this guy any more money for putting out this drivel",0
"the author lives in a dream world and is not in touch with the business work environment of today.  Her advice is old-fashioned and out-of-date.  Many better textbooks on Ethics available",0
"I had this one figured out by the second chapter. Too predictable and shallow. Hopefully, the next Stone book will actually be worth reading",0
"A disappointing book about a fabulous story.  The book reads as if it was pasted together from press cuttings and, if you look at the chapter notes, this appears to be how it was researched.There are little irritants, such as referring to Steve Jobs as Steve as if he's a close friend, but the big problem is that it recounts a number of interesting incidents in Steve Jobs' career while missing the main story.  And what a fantastic story that is.  I hope that someone has written a decent account of Steve Jobs' life because I would like to read it.One thing is certain: iCon sure ain't it.",0
"Even with the questionable veracity, I enjoyed Frey's first book, A Million Little Pieces, since it stayed true to an addict's experience.  Leonard, on the other hand, came off as pure fantasy, with very little substance.  Even the description of Frey's struggle was too contrived to be believable.  It was not even interesting as fiction.",0
"At the height of socialist popularism in England, cir. 1944,  George Orwell, a leading proponent of socialism, believing in its promises as did many,if not most of Eurpose's leading intellectuals and politicians, wrote a review of Hayek's famous book, The Road to Serfdom.  Orwell wrote the review in the Observer, London April 9,1944.Hayek, mentions this fact as a footnote in chapter 17 of his classic book, The Constitution of Liberty published in 1960, as evidence of the disillusionment of socialist intellectuals, when they were confronted with the observation that individualism and socialism were mutually exclusive. Those same intellectuals had not accepted the proposition when advanced by Karl Mannheim in his book, Man and Society in an Age of Reconstrucion (1940).  Mannheim had been a long opponent of socialism, but Orwell had only been converted after being exposed to The Road to Serfdom.  By 1960, when Orwell had become a world renowned author and staunch opponent of Big Brother doublespeak, Hayek recognized that the political proponents of socialsm which was dying as a political ideal, were now introducing the concept of the welfare state.While virtually everyone alive today have been effected by Orwell's works and his prescient warnings about Big Brother, how many of us are aware of Hayek's infulence on him?The Constitution of Liberty provides its readers with an enormous wealth of knowledge, of which this one footnote is only a small example.  Each reader is bound to be effected in one way or another by the knowledge imparted to them, and this is one of the main lessons to be learned about liberty which requires the rule of Law to exist in today's society, but that Rule of Law must be understood.  The failure of today's inteligencia is to fail to fully comprehend the meaning of liberty and its necessity in a world full of confusion from the confrontation of competing civilizations.Unfortunately, Hayek is no longer alive to help guide us through the new millenium.  Fortunately, he has left us a large volume of work, perhaps more relevant today than it was when written years ago.  While The Constitution of Liberty is voluminous in itself, it should be kept as a reference book.  Hayek's other works, The Road to Serfdom and his last published volume, Fatal Conceit-the Evils of Socialism published in 1980 is a magnificent continuation of Hayek's life long discertation on the evolution of mankind's growth from a tribal, familial society which did not require man to understand or protect Liberty, to a group of city-states that prospered because of the Liberties protected in Athens, but only moderately understood, so that such a great and wise philosopher as Aristotle would believe that freedom could only exist as far as a man could yell.Hayek's understanding that Western Civilization has prospered from individualism, that it has grown and prospered from the freedom to travel, to trade, to exchnge property, material, real and intellectual.  He explains why man must be humble, that humans progress from trial and error, not from conceited belief that one way or another way is correct.  That to be free and liberated is to be free to make mistakes and government should exist to protect individuals'rights to make mistakes while they attempt to profit in their own ideals and beliefs.",0
"This has to be one of the most ridiculous books I have ever read. At one point the authors ask: if money equals security, wouldn't you feel safe walking through a major American city at midnight with a suitcase full of cash handcuffed to your wrist? If money really did equal security, you would! I stopped reading after that.I will say, however, that this book cured me of all of my bad financial habits. I never want to be so bad off as to look to a book like this for advice again.",0
"if you have fond memories of ms steele, or no memory at all because you're new to her, please... don't read this book.liam looks like a child with his long blond hair; he acts up because no one can control him since that's what his parents tried to do to him; he sees any no as a slap in the face because once again, that's what his parents did to him.sasha looks like a cold woman with her pale skin and dark hair always pulled back; she is totally concerned about her reputation: but what will they think of me? and can't stand up for her needs; she refuses to lower her standards, but when liam leaves, she falls into a morbid depression and goes back to him.repeat for 300 pages...careless, self-indulgent, filler are three words i'd use to describe it",0
"I heard about this book growing up but didn't read it until just recently (a middle-aged adult) and I have to agree with so many other reviewers who feel its popularity largely stems from the time period in which it was written, i.e., it was SO SHOCKING AND DISGUSTING! Such filth! I mean, that's why I heard about the book when I was growing up. But as so many others have already pointed out, it is tame by today's standards. I also have to agree with another reviewer who wrote that the female protagonist is completely a male fantasy. The book's message is simply that men like women who are able to climax at the same time as their partners without any need for foreplay or other effort on the man's part... Now, you see, what struck me about Sir Clifford's situation, and Lady Chatterley's, for that matter, is if they really loved each other, his paralysis from the waist down wouldn't have had to put a stop to his supplying her with orgasms; there ARE other things that can be done, yes? In fact, quite possibly Connie would have had an orgasm for the first time! (Ahem, women readers will know what I mean.) But Clifford treated Connie poorly. With or without the lack of sex issue, I think she would have been emotionally open to an affair anyway. Which to me, just goes to show that a man wrote the book...a man totally out of touch with what really makes a woman tick.",0
"I bought this book on a friend's recommendation.  If I had been in a book store and could have read a page or two I would have known immediately it was not the type of book I would read.  I'm sure it's wonderful for those who like it.  I passed it on to a friend",0
"This story was about a young brother trying to make it in life.I have to admit that I was excited to read this book, and it let me down.  I didn't like how Bobby let Pearl walk all over him.  I don't think Bobby Dallas was portrayed as a Do Right Man at all, but rather a wimp.  During the first half of the book, I waited for him to get a back bone, which he never did.  From there on the whole story was slow. I was bored about continually reading about him and his radio job.   This was a slow read for me, I skipped a few chapters just so I could find out what finally happened in the end",0
"This book is filthy.  I had to take a shower after I read it.  Why doesn't he get a job?  Why does he have to live in France? Why doesn't he save his money instead of investing it in alcohol and hookers?  So many questions.  People just think this book deserves a place on the same shelf as say James Michenier because it was banned.  It was banned because it's a bad book",0
"I enjoyed the first 3 books of the Women's Murder Club. Didn't like too much the 4th (of July), but the 5th is just BAD ! What's the plot ? There is no plot ! 2 serial-killer stories try to share the pages of this not-such-a-page-turner, the 1st mystery (Car Girls) get solved mid-way throught the book and I bet plenty of readers won't remember it by the end of this painfull read... By trying to develop 2 stories, Patterson gets our interest for none. The most sad thing of all is that I used to like to Women's Murder Club members, but now they all seem so unreal, remote from anything actually likeable. And it's been the case since one of them died and another one joined the club, in the most stupid, artificial way really. Not much to save this book, it's even badly written. Don't know if Patterson thinks about writting a 6th, but don't count on me next time",0
"I bought this off of the New York Public Library website.  What an utter waste of $40.  The book that comes with the software is somewhat helpful, but honestly there is no new information to anyone who has been collecting books for a while.  The worst part is the software that you are supposed to use to catalog your books.  First of all, it is difficult to install--this is always a sign of a inferior product: no product that was properly QA'd would be released in such condition.  Second of all, the product is just a fancy version of a spreadsheet.  I could literally use Excel or MS Access to catalog my books just as well as this software.  You actually have to input EVERY piece of data associated with a book.  There is no excuse for anyone with an Internet connection to have to manually input book data.  I state again: it is very surprising that the New York Public Library would include this product in their stores.  It is a major, major rip off and there are far superior cataloging products out there.The product I finaly ended up using is one called Readerware (http://www.readerware.com/).  Readerware, for the same amount of money ($40), allows you to scan in the barcodes of your books--the software comes with its own CueCat scanner.  Then the software looks up the barcodes you entered, (using the Internet),  and updates each barcode with all the available info on the book. I scanned 800+ books in about 4-5 hours.  BTW, you can also use Readerware to scan in all of your DVDs and CDs, (you have to pay more to get the full version of Readware that supports books, DVDs, and CDs).Of course, you don't have to take my recommendation to buy Readerware, but please don't waste your money on Your Home Library.",0
"I like the idea that Michael Lewis wrote this book/article to defend a man whose coaching techniques are clearly out of style in todays world of my child this and my child that. Having said that I did not like this book:1) the writing was chopping and hard to follow at times. i had to re-read many sentences to understand lewis' point.2) the story lacked the depth of lewis' other wonderful books - where's the who/why/what that lewis used to moneyball (and others) educational - i wanted the story behind the story.3) who were all the pictures of? i found them distracting...i'll continue to read lewis' books bu thope the next one is bette",0
"I bought this book with big aspirations of another Joy of Cooking with a little upscale to it. While I must say the design of the book is fabulous (I am a graphic designer and truly love the cookbook's design), the recipes leave much to pine for. I don't like that most of the ingredients are nothing I normally keep in the house and I am not likely to use often enough to warrant purchasing them. I have yet to actually cook a meal from it for this reason and I have owned the book for over a year. I will stick to Joy of Cooking for it is much more of a tool in the kitchen.",0
"Maybe it is me but this novel was about as exciting as watching the grass grow.  It is the first mystery novel that I have read by a female author and I hope that it is not representative of the gender.  But, by the reviews here, all by women, I can see that Jance writes to that crowd.  Her readers seem to like being taken down the aimless boring pass of relationship drible. If you want to spend 10 pages with the main character sitting and talking about nothing in her mothers house or on her friends porch talking about their health than this book is for you.  It is amazing that Jance can start great with the murder scene and then 200 pages later start uncovering her first clue, the insulin bottle.  Jance gives no indication that Oak Vista or the stranded stranger are even remotely related to the story. Do not start this book it is absolutely a total waste of time.  If you want a good mystery read Coben, Crais, Patterson or Michael Connely",0
"Al Gore is making a good road to tell us the facts on Global Warming , but he is missing the fact that in 3-4 years we will have the New Ice Age coming and Billion of people on Earth will die and he is missing 40-60 % of the cause of the Global Warming. The book is good and bad. We can stop this Global Warming in one month. But we cant' do it untill we will expose the real cause of it. Think about: in one month we can stop it. Each month ( in the next 2 years )we will postpone the truth is just bad.The movie is good and bad.Is bad in 90% and good in 10%. He put enormous work in it , so many government agencies he is using for this ( mostly) But he is missing the main point.He will need to change that in the next movie and this is the main point. As a government employee he will never be able to tell the truth. is going to be all the time wixh wash....We will need to get this work from this stage and do it under an independent ( no government involvement) study.Adria",0
"This book has a bad habit of being weak and juvenille.  Very weak and ordinary.G",0
"I have read some memoirs of the 2nd WW from a German standpoint and this was not one of the better. Although very fascinating at times it was also oddly detached and some of the stories about his sniping seemed made up. It sometimes read as a fiction novel where he was alittle too much superman to be belivable.I also found it very strange that he very seldomly refered to other members in the squad, i do recognise that sniping surely is lonesome work but still, it was like nobody left an impression or if he held back with intent.Another thing that is getting tiresome is that is always the russians that are the bad guys doing grizzly things, but he didnt stand for a minute to think what his own country had got himself involved in.Still a good read but these factors didnt allowed me to be gripped by the story as other memoirs have.",0
"The Kite Runner gets off to such a good start, with its blend of history, observations about daily life in Kaboul, and a compelling story of two boys growing up together. The second half goes badly astray, as the novel becomes more and more manipulative and sentimental. By the end of the book, the author is willing to put his characters through all sorts of hell just so he can follow up with a teary reconciliation. I wish an editor had convinced him to tighten it up, stay focused, and resist the urge to tug at the heartstrings with such a heavy hand",0
"I have read all of the Artimis Fowl Books and loved them until nowI was disapointed with this one, and not found Artmis unusaly irritating, but felt the whole book was the lacking the charm and wit that had made the other three so good.Truth be told I was younger when I read the first three, but still I can reread them and enjoy them (as I did after reading the fourth and being very disillusioned with the whole seris) so if you want my advice then I suggst you don't buy this book and let the magic of the first three live in peace",0
"I purchased this book to gain a better insight about Aspergers.  Instead, it left me with many unanswered questions.  The book is the equivalent to a boring, monotonous `Dear Diary' that gets stuck in one era: His college years and his interest in music.  (This is understandable as the author is terrified of life outside of college, & music is all he knows.)  Yet I craved more details, I wanted to know more about Mr. Shores' childhood, his parents, the stims, and the chaos...DETAILS!It felt as if the author was trying to prove how intelligent he is, boasting of his accomplishments and how he's almost neurotypical.  His failures were blamed on other people out to get him for unknown reasons.  Lets say it for what it is: A man who looks kind of disheveled and a bit `odd' (Unabomber) gets a job in a financial institution, he rides his bike in, hangs out in the shadows getting dressed, doesn't socialize - and no one wants him around.  It's BECAUSE HE'S WEIRD!  Yet the author blames his co-workers.I'm sorry but the reality is, the author probably can't see and understand that he IS different because he has Aspergers!   I mean, most typical people can spot someone that is odd/weird/different a mile away.  They avoid them not because they're being hurtful, they just can't relate to that person.I wished he had focused in much greater detail about his feelings, emotions and behaviors when he was younger-to gain a better understanding of what shaped him into the person he is now.  The book was written as if he fast-forwarded through his entire youth and got stuck on `pause' when he got to college.  While this is obsessively interesting to him, it was tiring reading page after page of redundant accounts of his college days.There is no depth to the book, it was shallowly written and there is not enough elaboration to make me understand, (or want to for that part) what makes Stephen Shore the person he is.  While this may be due in part to his disorder, it left so much to be desired.I'm sorry to anyone who takes offense to this review, as this is not my intention.  I applaud Mr. Shores accomplishments and the hurtles he's overcome.  He must be MUCH more dimensional than the book conveys.   I wanted to know more about HIM and not what he's done in his life.I'd suggest a better read would be one of Temple Grandin's books.  I got a true feeling of who she is and an understanding of how she got there and how autism fits in.  She goes into details about what she was thinking as a girl, teenager and adult.  Her pranks, her temper, the metaphors and their importance..everything.I bought this book based on reviews, and I felt it necessary to give mine.",0
"The story opens well and hooks the reader.  However, the ending is a disappointment and comes across as cliche and predictable.  I gave it two stars because there was not a category for a 1 and a half",0
"The audio is delivered in a monotone that almost puts you to sleep. Not a good thing while drivin",0
"If you want to spend 4 times as much money, 8 times as much time, and 12 times as much frustration trying to serve something that your guests will ultimately politely refuse--THEN BUY THIS BOOK! The author clearly has NO CLUE that less is often more.",0
"I originally bought this title when it came out as a four-part mini series in 1997 and it is still one of the favorites in my collection.Kingdome Come is an Elseworlds (what if) story set approximately ten years after the retirement of Superman and subsequently nearly every other super hero. As the story unfolds, the reason Superman quit is revealed. A rival hero named Magog killed the Joker and was put on trial for murder. When the public cried out for his aquittal and it was granted, Superman quit in disgust. The results of the public choosing a hero that would kill are very apparent in the future.The children of the super heroes we know are everywhere. They hold society in a state of terror as they enforce justice and fight each other in the way they see fit, destroying property and causing chaos. Wonder Woman approaches Superman in his self-imposed exile in the nuclear wastleland that is Kansas and asks him to return and lead the former heroes in returning order.When Superman returns to the public eye in issue #2, it sets into motion an Apocalypse as described in the Bible, but with Superheroes being the catalyst. The new Justice League rounds up every violent super human and puts them into a prison designed by Mister Miracle(The world's greatest escape artist) called the Gulag. All this is shown from the viewpoint of Norman McCray, a disillusioned pastor and friend of the Golden Age Sandman. He is led on his journey by the Spectre (DC's Angel of Death)I absolutely love this story by Mark Waid, the way he wraps comic characters and events into a Biblical epic is brilliant. The painted art by Alex Ross is jaw-dropping in it's realism. The re-imagined characters are god-like in their depiction, especially the Flash- a red blur wrapped in lightning wearing a winged Greek helmet.Issue #3 ends in a cliff-hanger with all the villains rioting and breaking out of the Gulag. As Superman races to the scene, he is thrown to the ground by the only person that could, Captain Marvel. I still remember waiting for issue #4 to come out.The fight scene between Captain Marvel and Superman was voted #1 all-time by Wizard magazine and is worth the price of this trade alone. Even  without this fight scene, I would rate this as one of the ten greatest mini-series ever, but with it Kingdom Come is #1.The only possible negative to this series is that you have to already know something about comics to fully appreciate all the subtleties Waid and Ross weave into this story. Nearly every DC character is pictured at least once.(A geek's paradise I guess) After reading this I actually liked Captain Marvel, who I had always seen as an even cheesier version of Superman. The fear the other heroes have of him and his power level make him hard to laugh at, despite Jerry Ordway's Power of Shazam monthly series to the contrary.I hope my description of the story has led any undecided mind to pick this up. Fabulous art and incredible writing. (This should be 5 stars, but I can't seem to edit my rating",0
"I did not like the book.  It did have some interesting points to consider, but it did not seem like discipline to me.  I am more of a Love and Logic fan.  I think kids cannot always see the natural consequences of their own behavior (or don't care) until far into the future and must sometimes have consequences imposed upon them, which this book says not to do.  I just don't agree with it",0
"Myth #1: American women live under patriarchyMyth # 2: America's the World's leading threat to the environmentMyth # 3: America is a racist nationMyth # 4: The Untied States is an imperial power.Myth # 5: The rich get richer, the poor get poorerALL FACTS.Plus, The higher the IQ the more liberal someone is. Ben Franklin, Einstein, our founding forefathers like Thomas Jefferson...all liberals. The lower the IQ the more conservative because it is easier to not think for yourself.I love America, but changes need to be made.Rome fell too eventually from bad politics",0
"I just finished listening to as much of the book on CD as I could stomach.  The minutia and lack of knowledge of police terminology and tactics was nauseating.  The words forhead, perp, peruse, crim, and finger were repeated over and over and over.  What might have been a good story in half the words was ruined by descriptions of everyone's clothing, spouses, children, and thinking",0
"This book is so outdated. All the techniques listed in this book are from the 1980's and earlier, which means that most of the things you can learn from this book are already learned by you from the past. There are much more recent interesting researches and discoveries of human nature you can find in other books",0
"Its a good book to draw examples of idustries in different stages of technology evolution. However it is lacking in theoretical content,",0
"and I suspect this is what has happened to James Lee Burke.  The Dave Robicheaux series has been floundering sadly for several books now - and that is tragic, considering the promise of the early books, which peaked in the hauntingly beautiful In The Electric Mist With Confederate Dead.I grew up in southern Louisiana, and Burke captures a culture that many people have no experience of.  But the series is becoming repetitive and stale, culminating in this book, which is just awful.  Burke's characters, with the exception of the always funny and touching Cletus Purcell, are wearing thin and becoming less and less sympathetic.  Dave Robicheaux becomes more priceless and preachy in each novel.  His anti-alcohol tirades would make any Prohibition era preacher proud.Burke has fallen into a trap of using the same imagery and phrasing again and again, and it makes the reader wonder if he isn't cutting and pasting entire paragraphs repeatedly.  If I read one more time in a Burke book that Leadbelly strung his twelve stringed guitar in octaves, I will be sick (hey, Mr. Burke?  Twelve stringed guitars have always been strung that way, Leadbelly didn't invent that tuning, okay?)  If I read the word phallus in a sex scene in one of Burke's books one more time, I think I will just give up.  The phrases are getting old - really old.  The preaching about political corruption and alcohol got old many books ago.One thing to be thankful about in this abysmal wreckage of what was once a great series - Bootsie, Dave Robicheaux's wife, is dead, though that doesn't keep her out of the story.  But at least the reader is spared another element that has been repeated to death - the moment in every book with Bootsie in it where she gets up in the night, angry with Dave, and goes to sleep on the couch.  I've had bets with other readers as to what page Bootsie will do this inevitable stunt (which then opens up the opportunity for another sex scene with the phallus when they kiss and make up) in each Burke novel where she is a character.  Thankfully, also, Alafair, Dave's adopted daughter, is far away at college, and we are spared her teenaged brattiness which became tedious in the earlier books and yet another repetition of the story of how Dave came to adopt her, which is included in every book since the introduction of the Alafair character.It's time for Mr. Burke to let the series go.  It's a travesty of its former self.  Reading this book is like visiting a relative who has lost their mind to dementia - you see a hollow, nearly unrecognizable shell of a formerly vital and beloved person.  It's painful",0
"I am newly preg too. I went out and got this book without reading any reviews. I sum it up this way: a pompous composition of contradiction and condescension. I can't stand the tone and the constant jabs seemingly mocking you and having a GREAT OLD TIME enjoying those pains you will be feeling! IE ..And all those trips to the bathroom to hug the toilet. Ha ha ha...Last night, I'm reading her stupid book and I get some good advice on what to do with your friends who are smokers. I would just not be near them while they smoke. Period. She says to threaten them with the law that protects non-smokers. Good idea...If that doesn't work, Ask them ALL TO QUIT because YOU are pregnant. And if that doesn't work try being nice. I don't know many smokers but I don't know even one who would smoke in a house or one who would smoke outside and blow the smoke in my face. Another comment that really got me..Take a good look at your slim waistline because won't see it for a LONG TIME! (Implied: OR Ever!) I take pride in keeping myself fit. I am a little freaked about the weight issue. I find that comment insensitive to a point of being twisted. What about the first-timers who are also former eating disorders --like me.Even the woman on the cover of this book looks like a Stepford Wife.",0
"Dr. Rieux, the main character of the novel, moves throughout the book in a detached surreal hopeless manner.  He goes thru the motions of doing his job while death surrounds him from a wide spread and accelerating plague.I find Jose Saramago's Blindess to be a far superior book to The Plague.  Similar theme and concept but more descriptive and moving.  The Plague was clinical in its approach - almost bloodless.I found this highly acclaimed book to be very difficult to re-read, often having to re-read many pages over and over.  I would pass on this book",0
"Not very scary, too long, and poor character development.  There are a lot of good reviews about the book.  Maybe I missed something",0
"F this self-help industry crap. Quasi-astrological poppycock at its worst. I can tell this book clamps on to the mind and squeezes it to death merely by reading the cliched title. Humans are far more complex than the hack Man-Warrior/Female-Maiden title what's-his-name gives them. And remember, this doctor, is quietly making mucho mucho bucks off your poor purchase. Your goddamned ancestors never needed a book to run their lives, so why do you? Let's push all the life coaches off cliffs and put the self-help industry to the torch. That's a great start to a sane life",0
"This book shows how Robert has been lying all along. He talks about how he bought his dream car while being homeless. Ok then, how did Robert make the monthly payment? Why would he be stupid enough to sleep in a Porsch as a bum? This guy is such a liar and is trying to con the masses. He is a conman and a good one. Thats why hes a motivational speaker. It takes a good speaker to con you out of your hard earned money. Don't fall for this conman! This book contradicts what Robert has been preaching in previous books. Robert says pay off your debt while he says he bought his dream car while being homeless. That would be odd but it isn't odd because Robert is a professional liar",0
"This was the first book by Danielle Steele that I have read and it will be the last I read by her. I was truly disappointed and believe she is a highly over-rated author. The story was VERY drawn out and I caught myself dozing off a few times because the book was so boring. If you want to fall asleep quick then this is the book for yo",0
"I have very mixed feelings about this book and can't say I enjoyed it all that much. I love the story of Sappho, what little is known of it, and so I picked up this book expecting to see a historical fiction novel cut with realism, research, and certainly the unavoidable necessary lewdness of the celebrity of Lesbos. But monsters? Centaurs? I mean, the story of Sappho's life is not the story of The Odyssey and for the life of me I don't understand why  author Erica Jong decided to give her readers a combination of Greek heroine and Clash of the Titans.Once I was able to get past the fantasy elements, I realized that I was not being pulled into the story on its own merits. There wasn't enough emotional dimension -- for all her travels, we're shown pretty landscapes and scary oceans but we don't see enough of a real character. I read Sappho's poems in college and the talented mind behind those words is NOT present in this book.I'm not saying the book is without its good points. Jong has certainly done a lot of research and her enthusiasm is many times contagious. But I found the whole bit a little odd... like picking up a book about Cleopatra and seeing her encounter dragons, unicorns, and the goddess Isis. If Jong had written about Ariadne, this all might have worked. The blend of fantasy just didn't add up to a palatable meal for me",0
"I usually enjoy Ms. Maron's Deborah Knott books very much. The characters are well drawn and give deep insight into Southern life. This one, however, is very flat and the characters are poorly drawn and one dimensional. The first murder doesn't seem to contribut anything to the storyline and is just there. The second one involving Dwight's son (who is a very poorly developed child character) and his ex wife is not very interesting.I devoutly hope this was the nadir of the series and it will improve after this. Probably not, though-I foresee several storylines involving husband/stepmother/stepchild conflicts. Glad I checked it out from the library and didn't purchase it outright..do the same and don't waste your money",0
"I've read a lot of the books in the series, and Hillerman is one of my favorite mystery writers, but I have to say this one fell way short of his other mysteries.  My main complaint is the presence of several plot gaps and inconsistencies not characteristic of the author--his well-crafted mysteries almost always hold water, but not this one.  I whole-heartedly recommend most of Hillerman's other Jim Chee/Joe Leaphorn novels, but if you want a good entrance into his captivating style and skill, this is not the book to pick up.",0
"The story was slow, predictable and boring. I am still amazed I hung in there and finished reading it.  It's a dud in my opinion",0
"The sub-header to this book could very well be: All Work & no Play makes Jack a Dull Boy.Basically, Tom Stanley's scholarly treatise on American wealth comes down to this mind-ripping, continent-blasting conclusion:Millionaires, you see:1) Save more than they spend;2) Don't spend anything.That's it. Page after page, chart after chart, graph after graph, anecdote piling up on anecdote, all of it boiling down to the same conclusion: don't spend more than you save. Clip coupons. Hang on to your wife `til Death you do Part. Buy a rambler for 80 grand, and cling to it like a rat clutching a Big Mac in a hurricane.To wit: if you're a good little Bob Cratchit, and burrow down in your suburban Dacha, drive the Civic, eat Top Ramen, and take your vacations at the State Museum of Knitting & the Fine Arts, you'll die loaded!Sound like fun?Didn't think so. Look: you've got one life, and after death all bets are off. Sure, you could be hauled up by the angels to Paradise, or it could just be one plate of linguini too many, a nasty flatline and one vast inky void of non-consciousness. Either way, you're looking at one single trip on this not-so-flat Earth, so you might as well live large.It's true, now: you can haul in major bank in whatever profession you choose: eremetic horror-writer, Wall Street tycoon, Railroad baron, small-town librarian, legal eagle defender of the Criminally Insane, whatever. And you can always outspend it. That is the source of endless tragedy and Dickensian woe throughout the ages, without a doubt.But there pitfalls at the other extreme. Listen: I live next door to one of these McMillionaires. The guy is this enfeebled little wizened gnome of a critter, used to be a bank Vice President and got bought out because he was a dingus. Total skinflint. Miser. Goes on his own hunting trips and brings back venison, deer meat, which he forces his family of---jesus, I think 12---to eat for months. Lives in a shacky little rambler, buys used Crown Vics from the local police department and bargain basement prices.The guy, no doubt, is high net worth. But he's also a loser.This is a guy who didn't want to cough up a few hundred bucks to help build a joint fence between our properties---so there's a fence, even a fence that abuts his property---but beyond my house and demesne, he elected not to build a fence. Instead, he got a plastic Jersey Barricade (orange and white) and went with that. Is that any way to live? Is that really what it means to be a `millionaire'?I think not. Half the glory of the Age of Great American Consumption is buying stuff you don't need, but want. Desire. Demand. What else is work for?  Find a way to creative bliss, work at something you're good at, that you have a real passion for, and the money will follow.But for the Love of God, it's only Money: spend it! What is money for, if not to indulge yourself?Sure, get a pace---plan to the end---set a budget. But how many of you want to be that newspaper column on page A3, the 95 year old dowager pauper who begged for alms on the streetcorner, ate catfood out of a tin, and scrounged for quarters by the bus stop, then was found rigid and cold in the urine-stiff sheets of her dirty bed, sprawled atop a fortune estimated at 20 million bucks? Sound like a plan? I think not. Money may not buy happiness, but it sure as hell can get you a Rolls-Royce Phantom.Millionaire Next Door might have it right in its sociology---and for what it is, Stanley's thesis is meticulously researched, mustered like a well-trained army, and capable of marshalling its teeming forest of facts like a well-drilled martinet---but it's off the map when it comes down to the point of the whole thing: if you've got it, flaunt it.Millionaire Next Door isn't a bad book: it's scholarly, and plods along its own hand-me-down lodestar towards its prophesied conclusion (be cheap! Die loaded!), and perhaps some folks will be astounded to discover there are some real richies down the block who in another day would have been called skinflints.But as a map to your stars, this one is a little cramped, cribbed, dank, and stinks of mothballs. I think I'll take first class---scratch that, how much did you say that Learjet was going for, again?JS",0
"One can't be sure that this book isn't deliberately exploiting a cynical belief that most business books are so bad, that if this weren't crappy, it wouldn't sell. Even for someone who believes in Csik's theory of flow, this book is a no-win blow-out. Instead of making clear statements backed by evidence, the book's tone and presentation are mere editorializing assertions. There is no reason to read this, when his original popularization, Flow, more carefully and clearly summarizes Csikszentmihalyi's interesting research.",0
"I was expecting a substitute for the classic Photoshop Channel Chops by Monroy and friends.  It trivializes the subject with How to unlock the hidden power of channels ... blah blah.If you want a better understanding of channels be prepared to wade through a lot of fluff with this one.  Infomercial.",0
"I don't get the impression from reading the book that the authors have even tried to analyzed the financial holdings that was set up. It is the thinnest book on Enron that I read, for very good reason.",0
"The storyline is way over-the-top, the plot is very poor, the red-neck-America-knows-best attitude of the writer is funny and sometimes annoying. Still, I've red worse books. But not many.",0
"Having read Clive Cussler adventures for over 10 years, i was totally disgusted with the redneck and narrow minded attitudes expressed in the book. The father, who does not stay with his son, decides to revenge his son fighting a war trying to kill people in someone else's country. That is perfectly justified!The book mentions Hindu mercenaries who have not been seen anywhere in the world in any century much less this one. This is a direct insult to all Hindus as being one I am astonished at the insensitivity of the author. How come Hickman is not a Christian mercenary or for that matter the Corporation as they seem to be in this for the money. The justifications are ridiculous. India and Hindus of India have been terrorized, jailed, colonized and robbed by Christian and Muslims alike over the last 1000 plus years. You don't find us calling people by religion and we have all major religions in our secular country. We have grown spiritually to accept everyone, and I would like the authors to read more than a 2 page synopsis on religions before writing books. The book smacks of jingoism and is a pathetic display of the authors minimal knowledge of religions and global affairs",0
