user,variable1,variable2
pipeathlete,3.532819,44.502108
opticsdiameter,5.078058,44.029847
showerspain,2.6325,47.053333
applyingbaker,2.112778,49.454444
trapdoormongrel,1.376625,48.058142
lymphomamellow,-0.115142,47.256839
hoovessquares,1.219864,49.028669
peacefulceaseless,0.088056,49.533889
dweebspices,1.831892,50.143492
driftmvc,1.760556,47.987778
pipeathlete,4.184492,48.776072
maintainwiggly,1.1748,49.384172
worldlyventuri,0.727606,47.432222
backedammeter,-0.877064,47.082136
organicmajor,-0.742986,48.031361
cartridgesbummage,2.163333,47.896946
cleaningburnt,2.441389,48.969444
rubbishbladder,2.519139,49.253547
troubledseptum,2.55,49.012779
flinkjordan,3.016117,48.837653
rigelpaunchy,2.671119,48.604725
barnevidence,2.106189,48.751922
hoursethanoate,2.359444,48.725278
cranniescigarette,2.040833,49.096647
mtvgrosbeak,2.201536,48.774406
showerspain,4.156581,49.208689
gilletteclammy,4.016703,48.322136
tendonwench,6.543456,48.593275
wonderfulscullian,5.672219,49.226917
upbeatodd,4.260572,46.967283
casesslippery,3.113333,47.002625
bluetailgodwottery,3.154236,50.221814
synonympatisserie,4.033119,50.310467
freelysociable,6.083681,47.206567
specifiedinnovative,7.200519,48.76625
unicyclistamiable,3.089444,50.561942
tweezerscurve,2.642242,50.618394
upbeatodd,4.647078,49.783942
babyambitious,6.203922,47.637611
tweezerscurve,-4.418539,48.447911
applyingbaker,-1.470281,49.650106
crepegrape,-2.079958,48.587683
planktonuses,-2.346389,47.289444
gaudyfea,-1.564167,48.883057
europiumcentury,0.154306,49.365339
earmarinated,-3.44,47.760555
deficientclunking,-1.378625,46.701944
dialgraft,-4.151642,48.530258
specifiedinnovative,-0.45,49.173333
frequencywould,-4.445017,48.281703
cleaningburnt,0.201667,47.948611
crepegrape,-1.734794,48.069508
fixnumquicklime,-3.471656,48.754378
ashamedmuscles,-4.167786,47.974981
spiritedjump,-1.610725,47.153189
sectionssqueaky,-2.854445,48.537777
bunchmeats,-3.815783,48.603222
dialgraft,-2.718561,47.723303
realtorcaustic,-2.149181,47.312189
twitequiver,7.529914,47.589583
globeshameful,7.399669,47.921978
shrillbanjos,5.09,47.26889
unguardedgiant,6.131667,49.071667
wordsundress,6.069983,48.324961
pleasinghoop,7.817613,48.794331
freelysociable,4.899417,48.636008
showerspain,6.790536,47.487
disjointtoday,6.230458,48.692069
epsiloncloning,5.955,48.583056
poundingfrustum,6.327367,46.903958
gruntdrive,4.05,49.31
casesslippery,7.628233,48.538319
bashrower,6.364056,47.783131
frequencywould,6.126697,43.247803
specifiedinnovative,6.14603,43.0973
bracesworkable,4.416347,43.757444
impetuousfurbelows,-56.380278,47.095472
unbalancedprotoplanet,-56.173088,46.762904
lasttaiga,5.328445,45.987335
lickerbond,5.664058,48.086325
barnevidence,21.292583,37.920708
peacefulceaseless,21.351208,38.602022
wonderfulscullian,25.956264,40.855869
chichazard,22.488739,40.651128
burntrifle,22.794339,39.219619
wisefumbling,23.556011,38.063831
radicandoceanic,26.140572,38.343175
gogglesknacker,20.8225,39.696388
burritoscarriage,25.180297,35.339719
fizzlehelp,21.282186,40.446294
gruntdrive,23.016978,36.274258
heaterinert,20.500481,38.120069
gogglesknacker,22.025525,37.068319
ellipticalfabricator,24.341417,40.972775
listenerabandoned,27.091667,36.793335
snowdonevasive,27.146008,35.421408
cobolglaucous,19.911667,39.601944
heaterinert,26.910047,35.421358
parallelconcerned,24.619223,40.913306
poundingfrustum,21.840834,40.28611
ytterbiumprovincial,26.800289,37.184903
burritoscarriage,25.236308,39.917072
tyrespan,22.4655,39.650253
apronextension,23.365422,37.981114
disjointtoday,25.348103,37.435128
trapdoormongrel,26.598333,39.056667
showerspain,20.765311,38.925467
craytugofwar,28.108889,36.383056
shrillbanjos,28.086192,36.405419
cheapersyllable,21.425556,38.151111
compareas,24.149678,35.531747
axlevirtue,23.503675,39.1771
hoursethanoate,26.911667,37.689999
submittedwavelength,1.016667,51.083333
meatsoffbeat,22.526292,36.973892
behaviourverbena,25.479333,36.399169
barnevidence,26.101325,35.216108
driftmvc,22.767222,39.48
sectionssqueaky,24.487228,38.967553
parallelconcerned,23.564958,38.339847
hypergalaxyfibula,25.327,35.192019
organicmajor,22.403633,37.530567
looroasting,22.97095,40.519725
expecteffective,23.783836,38.108928
bismuthcolloquial,20.88425,37.750853
ischemicfrosted,19.255592,47.436933
actuallyfoot,21.615333,47.488917
fizzclimbing,19.749222,46.9175
emeraldclippers,21.692317,47.983892
cheapersyllable,18.769167,46.303889
behaveterminal,-87.4215556,44.8436667
barnevidence,17.968444,47.077861
fattyoddball,20.2355,47.122861
stunassured,15.718083,41.541392
cuboidpass,17.080169,38.997225
globeshameful,16.760594,41.138856
risottospell,15.535028,41.432917
epsiloncloning,17.403212,40.517514
farrowcetti,18.133325,40.239228
bonelliseal,14.181067,42.431656
gogglesknacker,17.947033,40.657633
planktonuses,16.933333,40.767833
mtvgrosbeak,16.242269,38.905394
shrillbanjos,15.0664,37.466781
cranesurgeon,12.618083,35.497914
cranniescigarette,11.968864,36.816519
coatprecious,13.091019,38.175958
lymphomamellow,13.313333,38.110833
quadratcranky,15.651556,38.071206
namibianstabbing,12.487961,37.911403
synonympatisserie,14.922358,37.401664
evaporatingplug,8.290772,40.632133
fixnumquicklime,8.972481,39.354222
burritoscarriage,9.054283,39.251469
quadratcranky,9.517628,40.898661
earmarinated,9.682981,39.918761
flinkjordan,7.603375,45.086353
colonclipper,9.203333,45.542222
starbucksbluetail,8.728111,45.630606
flinkjordan,9.704166,45.673889
cowardlyabout,7.649631,45.200761
craytugofwar,8.127428,44.050608
bracesworkable,8.8375,44.413333
bonelliseal,9.276739,45.445103
gaudyfea,8.669225,45.529592
rubbishbladder,10.296367,44.824483
cartridgesbummage,9.723333,44.913055
translatecyclist,-76.6471914,39.7948244
phobosstaccato,7.623217,44.547019
impetuousfurbelows,12.596472,46.031889
applyingbaker,11.326383,46.460194
strungebay,12.307203,44.224175
stunassured,11.288667,44.535444
unicyclistamiable,12.194422,45.6484
snowdonevasive,13.049331,45.97875
apronextension,12.070094,44.194753
troubledseptum,10.267667,45.432167
cowardlyabout,10.927919,45.472017
opticsdiameter,10.330556,45.428889
pipetsrockers,13.472222,45.8275
advisorlanguage,12.611747,44.020292
copalinstruct,12.082881,45.684867
wisefumbling,11.52955,45.573411
compareas,11.847903,45.395767
apronextension,10.888533,45.395706
smackswallow,12.351944,45.505278
fundingticket,11.255036,43.256286
ischemicfrosted,12.594936,41.799361
maintainwiggly,12.445183,41.654522
bismuthcolloquial,12.250797,41.804475
behaveterminal,12.740833,41.990278
upbeatodd,10.239445,42.760277
grabbig,12.909019,41.542436
gravelscientific,14.081944,41.060833
cowardlyabout,14.290781,40.886033
sectionssqueaky,10.39275,43.683917
gogglesknacker,11.2051,43.809953
submittedwavelength,11.071897,42.759747
gaudyfea,12.498889,41.951946
submittedwavelength,12.064156,42.430183
neckedjre,12.513222,43.095906
handywrist,15.530194,45.899971
tubingwheatear,14.457611,46.223686
batchquickest,15.686131,46.479861
hoursethanoate,13.614978,45.473353
actuallyfoot,15.116997,46.471975
expecteffective,14.427464,48.946381
apronextension,15.381808,49.939653
pipeathlete,15.845228,50.2532
canalhateful,13.893506,49.848111
burritoscarriage,14.543642,50.121367
deficientclunking,17.439722,49.029444
decanterbalance,12.914983,50.202978
micaassistant,13.274617,49.675172
sociablelemma,15.006592,50.540211
backedammeter,18.111053,49.696292
rappelarias,16.124925,49.165833
instantthwack,15.738647,50.013419
ceilinjuries,14.100567,49.720078
flickcanapes,17.404722,49.425833
synonympatisserie,14.26,50.100833
disjointtoday,16.694433,49.151269
gravelscientific,14.395806,50.216581
carrionscream,34.886667,32.011389
handywrist,34.722953,31.287003
pleasinghoop,34.821844,31.839472
neighborlyrook,35.007661,32.440814
translatecyclist,34.960081,29.561281
fizzlehelp,35.203325,30.621656
neckedjre,35.043056,32.809444
strungebay,34.727222,31.7625
sortinterior,35.571908,32.981047
strungebay,35.228803,32.597139
canalhateful,35.388608,31.328169
upbeatodd,35.0123,31.208347
meatsoffbeat,34.93585,29.94025
wonderfulscullian,35.179458,32.665142
heomicron,34.666769,30.776061
bonelliseal,34.782239,32.114661
hoursethanoate,14.4775,35.857497
privacyhaunt,16.260139,47.843333
troubledseptum,14.040861,48.183304
bunchmeats,15.439628,46.991067
langeredsubset,11.343964,47.260219
strungebay,14.187511,48.233219
peacefulceaseless,13.004333,47.793304
trapdoormongrel,16.569722,48.110278
starbucksbluetail,14.337739,46.642514
binomialapathetic,14.744223,47.202751
starbucksbluetail,-9.030097,38.883278
somethingalbedo,-25.170639,36.97139
showerspain,-6.707125,41.8578
pipetsrockers,-7.932397,38.078903
completionskylark,-8.445139,41.587058
gilletteclammy,-8.47,40.157223
earmarinated,-9.355231,38.725025
ellipticalfabricator,-7.479958,40.264772
eminentallergy,-7.889639,38.533472
eminentallergy,-31.131361,39.455272
bunchmeats,-7.965911,37.014425
crepegrape,-28.029847,39.092169
guavaconfide,-28.715872,38.519894
fattyoddball,-27.090797,38.761842
ischemicfrosted,-8.887261,39.831244
lickerbond,-9.035916,38.703861
rubbishbladder,-8.645919,40.915867
worldlyventuri,-25.69787,37.741184
frequencywould,-28.441333,38.554333
canalhateful,-8.583961,37.149331
looroasting,-8.681389,41.248055
clucklinnet,-16.349975,33.073386
snaildossier,-9.135919,38.781311
cleaningburnt,-28.175817,38.6655
dampedbrioche,-9.339553,38.831053
sectionssqueaky,-8.364583,39.47514
wordsundress,-7.720472,41.274334
gilletteclammy,-7.888992,40.725539
risottospell,-118.841389,45.695
heaterinert,17.845878,43.2829
flickcanapes,18.331467,43.824583
submittedwavelength,21.262022,46.17655
babyambitious,26.910278,46.521946
compareas,23.470022,47.658389
parallelconcerned,26.102111,44.503194
nursingrash,28.488333,44.362222
surmiseteenagers,23.686167,46.785167
pleasinghoop,22.253333,45.42
fizzlehelp,23.888611,44.318139
risottospell,27.620631,47.178492
ashamedmuscles,21.9025,47.025278
axlevirtue,26.102178,44.572161
paddlevacuole,24.091342,45.785597
swankythough,22.8857,47.703275
producecoven,26.354056,47.6875
peacefulceaseless,28.714311,45.062486
troubledseptum,24.412525,46.467714
maintainwiggly,21.337861,45.809861
producecoven,6.792836,47.08385
popmatrices,6.10895,46.238064
wonderfulscullian,7.250834,46.487499
dialgraft,7.326764,46.219592
rappelarias,8.284167,46.943889
upbeatodd,8.648231,47.398644
showerspain,8.305117,47.092369
paddlevacuole,9.064831,47.078872
poundingfrustum,8.11,46.743333
latticelaboratory,6.915058,46.843208
hoovessquares,8.39915,46.974914
heomicron,8.910578,46.004275
lasttaiga,7.497153,46.9141
pleasinghoop,7.417189,47.181628
dotwazzack,8.549167,47.464722
troubledseptum,9.560775,47.485033
xslhopeful,9.884106,46.534075
stylishmugs,32.740775,39.93495
apronextension,32.995083,40.128082
dronessomersault,32.688622,39.949831
canalhateful,32.565625,40.078919
nursingrash,35.280388,36.982166
advisorlanguage,35.425894,37.0021
neckedjre,30.601114,38.726425
binomialapathetic,30.800461,36.898731
mincegaiters,37.478683,36.947183
translatecyclist,36.154,36.573472
canalhateful,32.561861,37.979
grabbig,38.253944,38.35375
replacedbevy,35.521992,40.829375
gaudyfea,36.903497,39.813828
babyambitious,38.091006,38.435347
mincegaiters,35.495428,38.770386
specifiedinnovative,31.365308,39.451469
meatsoffbeat,36.371089,40.306281
bluetailgodwottery,29.701297,37.785567
duexslt,28.814606,40.976922
gogglesknacker,27.925958,39.619258
hypergalaxyfibula,27.977694,40.317972
producecoven,-151.138056,61.076667
dotwazzack,30.582111,39.784138
historypant,27.156953,38.292392
wisefumbling,27.159353,38.319106
pleasinghoop,27.010053,38.513022
listenerabandoned,30.581817,37.785369
planktonuses,30.016872,39.426708
dialgraft,29.375728,40.684353
bashrower,30.083336,40.735028
langeredsubset,28.7925,36.713056
popmatrices,27.83386,38.808887
metaiota,-108.459722,43.064167
dotwazzack,27.669717,37.140144
wonderfulscullian,29.216539,40.992975
synonympatisserie,39.291417,38.606925
completionskylark,40.201019,37.893897
flickcanapes,39.527003,39.710203
apronextension,41.170166,39.956501
blythpulse,39.789728,40.995108
actuallyfoot,-107.894242,38.509794
frequencywould,43.3323,38.468219
alloweruptions,41.116583,37.928969
guavaconfide,41.840436,37.978886
musicalchampagne,26.977406,38.517608
rubbishbladder,27.329014,37.950747
frequencywould,27.781475,47.838114
neighborlyrook,28.930978,46.927744
paddlevacuole,20.742325,41.179956
globeshameful,21.621381,41.961622
axlevirtue,-5.349664,36.151219
hoovessquares,20.309139,44.818444
wonderfulscullian,21.853722,43.337289
evaporatingplug,19.251894,42.359392
fattyoddball,21.035833,42.572778
canalhateful,18.723286,42.404664
duexslt,21.309889,45.146889
easybobolink,17.212667,48.170167
gammagot,21.241112,48.663055
neckedjre,17.118389,48.402028
planktonuses,17.828444,48.625247
expecteffective,19.134108,48.637839
cobolglaucous,17.99225,48.865003
micaassistant,20.241142,49.073594
elatedunicorn,-88.1292306,41.6959744
bunchmeats,-71.939561,21.917475
specifiedinnovative,-72.265886,21.773625
micaassistant,-71.528528,21.515739
buoyancycowardice,-69.429772,19.198586
smackswallow,-71.1204,18.251464
tendonwench,-71.644769,17.928981
nursingrash,-68.911833,18.450711
poundingfrustum,-68.363431,18.567367
ashamedmuscles,-70.570033,19.7579
fixnumquicklime,-69.668925,18.429664
somethingalbedo,-69.761706,18.503706
bashrower,-70.604689,19.406092
apronextension,-88.837222,15.473528
flinkjordan,-90.406742,15.468958
wordsundress,-90.527475,14.583272
paddlevacuole,-91.697256,14.521017
figsql,-90.835833,13.936192
behaviourverbena,-86.853036,15.742481
axlevirtue,-87.923556,15.452639
axlevirtue,-85.906611,16.445367
worldlyventuri,-86.522961,16.316814
alloweruptions,-87.475847,15.775864
risottospell,-87.217197,14.060883
ischemicfrosted,-85.93825,15.926847
ellipticalfabricator,-76.969017,18.404247
dampedbrioche,-76.7875,17.935667
badgefields,-77.913358,18.503717
behaveterminal,-76.534528,18.198806
lasttaiga,-76.823761,17.988558
cowardlyabout,-99.753953,16.757061
quadratcranky,-100.237239,25.865572
expecteffective,-102.317858,21.705558
fixnumquicklime,-96.262572,15.775317
stunassured,-99.2613,18.834764
starbucksbluetail,-101.100892,29.333917
producecoven,-91.799017,18.653739
bunchmeats,-107.874969,30.397439
stairsgobsmacked,-99.514339,17.573767
cheapersyllable,-107.474717,24.764547
dweebspices,-88.326847,18.504667
musicalchampagne,-109.833111,27.392639
raggedshrink,-90.500314,19.816794
axlevirtue,-106.428667,31.636133
twitequiver,-105.964567,28.702875
canalhateful,-98.956486,23.703336
badgefields,-87.9278056,42.5956944
gaudyfea,-86.925644,20.522403
croutonwrack,-104.528014,24.124194
dronessomersault,-104.842581,21.419453
opticsdiameter,-116.602772,31.795281
ceilinjuries,-103.311167,20.5218
evaporatingplug,-110.925169,27.968983
disjointtoday,-97.419942,18.497189
ischemicfrosted,-111.047858,29.095858
craytugofwar,-103.577397,19.277011
pancakesgrebe,-86.739967,21.245033
handywrist,-100.928669,25.549497
microwavejar,-95.093697,16.449336
europiumcentury,-102.220525,18.001731
shrillbanjos,-109.080806,25.685194
completionskylark,-101.480847,20.993464
copalinstruct,-110.362475,24.072694
rubbishbladder,-111.348361,25.989194
cobolglaucous,-97.525311,25.769894
cuboidpass,-89.657672,20.936981
duexslt,-115.241637,32.630634
organicmajor,-101.0255,19.849944
hypergalaxyfibula,-94.580681,18.103419
hoursethanoate,-101.470136,26.955733
simplicityfairy,-99.072097,19.436303
privacyhaunt,-100.106878,25.778489
flickcanapes,-106.266072,23.161356
feverspolystyrene,-110.975831,31.226083
peacefulceaseless,-99.57046,27.443918
ellipticalfabricator,-96.726639,16.999906
globeshameful,-97.460839,20.602671
fundingticket,-98.371447,19.158144
gruntdrive,-98.782814,20.0772
meatsoffbeat,-113.525728,31.351878
meatsoffbeat,-100.535211,28.627394
wonderfulscullian,-102.039056,19.396692
sortinterior,-105.254167,20.680083
burntrifle,-97.089117,15.876861
hoursethanoate,-100.185658,20.617289
handywrist,-98.228513,26.008908
pancakesgrebe,-109.721044,23.15185
globeshameful,-114.808639,30.930222
flickcanapes,-100.930806,22.254303
guavaconfide,-98.173467,19.537964
dampedbrioche,-93.173297,16.739919
snaildossier,-103.410583,25.568278
eminentallergy,-93.026081,16.561822
rubbishbladder,-116.970158,32.541064
strungebay,-97.865931,22.29645
expecteffective,-98.806503,22.038292
chichazard,-99.566008,19.337072
belchedsodding,-92.370025,14.794339
gammagot,-86.877083,21.036528
stairsgobsmacked,-92.817361,17.997
alloweruptions,-96.187267,19.145931
surmiseteenagers,-102.68689,22.897112
nursingrash,-101.460536,17.601569
looroasting,-102.275955,20.045036
metaiota,-104.558631,19.144778
belchedsodding,-103.465278,20.755833
nursingrash,-83.774086,11.990961
farrowcetti,-86.353872,12.190044
meggingswine,-86.902361,12.428028
shrillbanjos,-86.168178,12.141494
epsiloncloning,-83.386722,14.047194
snaildossier,-82.250842,9.340853
listenerabandoned,-82.516806,9.458636
lickerbond,-82.434992,8.391003
radicandoceanic,-79.599633,8.914794
bracesworkable,-79.555583,8.973339
behaviourverbena,-80.945253,8.085597
metaiota,-79.383453,9.071364
bonelliseal,-83.329872,9.163606
moderatohorn,-115.1944444,36.2106944
simplicityfairy,-82.968614,8.601556
raggedshrink,-84.772736,9.981408
copalinstruct,-83.8827367,38.8819456
poohvireo,-83.472167,10.202033
maintainwiggly,-83.507267,8.916347
compareas,-83.180544,8.653775
simplicityfairy,-83.797003,10.217194
ledgeindeed,-85.544408,10.593289
tyrespan,-84.706108,11.035277
worldlyventuri,-83.022006,9.957961
showerspain,-85.653,9.97649
craytugofwar,-84.208806,9.993861
stunassured,-82.983214,9.732169
guavaconfide,-83.468583,8.951025
xslhopeful,-84.129772,9.443164
smackswallow,-83.713519,10.288278
mtvgrosbeak,-82.958885,8.826111
namibianstabbing,-89.055728,13.440947
burntrifle,-89.119861,13.699492
gogglesknacker,-73.788289,18.271103
freelysociable,-72.194739,19.732989
lickerbond,-72.5185,18.241083
ceilinjuries,-72.292542,18.58005
allegatorwafers,-74.506206,20.365317
raggedshrink,-76.621494,20.396331
popmatrices,-78.789617,22.027053
wordsundress,-78.328422,22.460986
smackswallow,-80.414167,22.15
expecteffective,-81.545989,21.616453
unicyclistamiable,-77.847433,21.420428
frequencywould,-75.835414,19.969769
metaiota,-78.202778,21.499722
babyambitious,-75.207056,19.906458
wonderfulscullian,-75.158328,20.085419
amuckpoints,-82.409086,22.989153
tyrespan,-76.315108,20.785589
epsiloncloning,-83.642111,22.336261
strungebay,-74.922114,20.654114
driftmvc,-77.0893,20.288172
easybobolink,-82.783819,21.834689
metaiota,-82.579444,23.032778
advisorlanguage,-83.678428,22.421356
listenerabandoned,-82.509308,22.871529
historypant,-79.943611,22.492192
clucklinnet,-77.020375,21.509453
stunassured,-82.955114,21.642525
chichazard,-79.442692,21.969969
lasttaiga,-88.3895833,42.6149167
rappelarias,-81.435278,23.034445
planktonuses,-76.9358,20.987642
tendonwench,-79.882789,19.686981
earmarinated,-81.35775,19.292778
dampedbrioche,-77.684614,24.287664
moderatohorn,-77.795611,24.698283
namibianstabbing,-77.083472,26.511406
mtvgrosbeak,-78.048997,25.053814
parallelconcerned,-73.970858,22.441828
earmarinated,-77.395483,26.004639
namibianstabbing,-77.391269,26.745336
tendonwench,-77.88085,25.417108
fattyoddball,-77.840114,25.738331
smackswallow,-79.264656,25.699881
backedammeter,-88.7056864,41.9338342
shrillbanjos,-75.877958,23.562631
impetuousfurbelows,-75.78167,23.466667
dampedbrioche,-76.683489,25.474861
surmiseteenagers,-76.331011,25.284706
microwavejar,-76.820214,24.594258
frequencywould,-76.177739,24.8917
figsql,-76.439056,24.169083
surmiseteenagers,-78.695553,26.558686
pancakesgrebe,-73.666862,20.975
mincegaiters,-75.093597,23.179014
pancakesgrebe,-75.270475,23.581444
epsiloncloning,-73.0135,22.379528
batchquickest,-77.466231,25.038958
metaiota,-75.729456,22.181803
coatprecious,-74.836186,23.684378
meatsoffbeat,-74.523967,24.063275
replacedbevy,-88.308203,17.539144
craytugofwar,-159.764233,-18.830922
poohvireo,-159.805556,-21.202739
crepegrape,177.443378,-17.755392
sortinterior,178.559228,-18.043267
unicyclistamiable,-175.149644,-21.241214
heomicron,-173.961717,-18.585336
tubingwheatear,173.147036,1.381636
langeredsubset,174.775614,-1.224469
lasttaiga,151.488,-32.7033
driftmvc,-176.199228,-13.238281
moderatohorn,-172.008336,-13.829969
backedammeter,-170.7105,-14.331
smackswallow,-151.360614,-22.434069
submittedwavelength,-149.524072,-23.365353
advisorlanguage,-145.509956,-17.352606
handywrist,-140.88715,-15.819928
neckedjre,-148.230697,-15.119617
nursingrash,-136.439706,-18.465861
unbalancedprotoplanet,-145.656994,-16.05415
surmiseteenagers,-146.070056,-14.436764
fattyoddball,-134.890333,-23.079861
europiumcentury,-146.884769,-15.663333
decanterbalance,-143.658369,-16.583919
lickerbond,-138.812811,-14.809458
raggedshrink,-145.245814,-14.709544
horsesmultiply,-146.616708,-15.248289
gilletteclammy,-148.717225,-14.868055
turnoverlovesick,-145.024542,-14.455781
latticelaboratory,-140.228789,-8.795603
wisefumbling,-86.9368889,40.4123056
batchquickest,-151.751286,-16.444378
xslhopeful,-147.6608,-14.954283
namibianstabbing,-151.021667,-16.687242
dronessomersault,-149.761869,-17.489972
bluetailgodwottery,-140.945886,-18.074814
applyingbaker,-152.243669,-16.426486
loindecorate,-151.465856,-16.722861
flinkjordan,168.319794,-17.699325
flinkjordan,164.837806,-21.053428
ceilinjuries,164.255625,-20.546314
clucklinnet,167.239864,-20.7748
gilletteclammy,166.472806,-22.258278
gogglesknacker,168.037508,-21.481678
belchedsodding,165.259486,-20.790028
sectionssqueaky,166.572778,-20.640556
flickcanapes,166.212972,-22.014553
strungebay,174.791667,-37.008056
namibianstabbing,176.084444,-38.739723
pancakesgrebe,174.973333,-37.029722
unguardedgiant,172.532225,-43.489358
turnoverlovesick,-176.457222,-43.81
bracesworkable,170.198333,-45.928055
unguardedgiant,177.978333,-38.663333
phobosstaccato,170.128333,-43.906666
flinkjordan,170.985278,-42.713611
wonderfulscullian,175.332056,-37.866661
singesculptor,176.766944,-39.646667
spiritedjump,173.911944,-35.262779
flickcanapes,173.285278,-35.07
europiumcentury,169.373333,-45.211666
dronessomersault,170.133333,-43.764999
fixnumquicklime,167.65,-45.533056
paddlevacuole,175.633611,-40.973333
showerspain,174.179167,-39.008611
wordsundress,173.221111,-41.298333
copalinstruct,168.312992,-46.412408
dweebspices,175.387808,-40.206039
strungebay,171.081667,-44.97
ceilinjuries,175.616944,-40.320556
rappelarias,174.989167,-40.904722
completionskylark,168.739167,-45.021111
elatedunicorn,176.317222,-38.109167
organicmajor,175.658333,-39.446389
gruntdrive,0,-89.999997
snowdonevasive,176.19611,-37.671944
worldlyventuri,171.225278,-44.302778
tubingwheatear,170.118333,-44.235
actuallyfoot,173.870278,-41.518333
compareas,167.056572,-77.867358
actuallyfoot,169.245556,-44.722222
specifiedinnovative,172.552778,-43.551111
dweebspices,176.914167,-37.920556
peacefulceaseless,174.805278,-41.327221
gilletteclammy,177.406667,-39.006944
badgefields,174.630278,-36.787777
duexslt,174.365,-35.768333
cranniescigarette,171.580833,-41.738056
epsiloncloning,175.025278,-39.962222
looroasting,62.2283,34.210017
bunchmeats,70.498625,34.399842
submittedwavelength,69.212328,34.565853
horsesmultiply,65.847822,31.505756
stairsgobsmacked,64.760917,35.930789
feverspolystyrene,67.209678,36.706914
pipetsrockers,62.260975,33.391331
cowardlyabout,65.913164,36.750783
historypant,68.910833,36.665111
pipetsrockers,50.63361,26.270834
colonclipper,50.590557,25.918362
synonympatisserie,42.656625,18.240367
casesslippery,49.485189,25.285306
microwavejar,41.634277,20.296139
instantthwack,42.620881,19.98435
surmiseteenagers,49.591231,25.911281
colonclipper,49.79789,26.471161
fixnumquicklime,50.152027,26.265417
stylishmugs,42.585833,16.901111
allocatesposts,43.773911,26.302822
copalinstruct,37.279469,31.411942
troubledseptum,41.686292,27.437917
flakyunlawful,49.405083,27.039028
completionskylark,39.173033,21.3481
unbalancedprotoplanet,39.156536,21.679564
driftmvc,45.528194,27.900917
fizzclimbing,39.705061,24.553422
mtvgrosbeak,44.419169,17.611436
emeraldclippers,46.125069,28.335192
ellipticalfabricator,47.488431,25.174547
upbeatodd,44.964527,24.710333
cleaningburnt,41.036047,24.107339
figsql,39.069842,22.702608
allegatorwafers,43.490614,29.626419
badgefields,46.698776,24.95764
decanterbalance,48.610973,28.079584
ytterbiumprovincial,41.138217,30.906589
pancakesgrebe,50.030814,26.723108
expecteffective,47.121431,17.466875
sortinterior,149.611,-32.5625
gilletteclammy,45.619644,20.464744
replacedbevy,36.618889,28.365417
deficientclunking,40.544334,21.483418
loindecorate,46.640978,25.212986
casesslippery,48.76915,27.867844
canalhateful,38.7312,31.692683
easybobolink,-84.7843814,39.5022607
loindecorate,36.476381,26.198553
wisefumbling,38.06335,24.144244
flinkjordan,48.228333,30.371111
hoovessquares,48.39764,32.434444
cheapersyllable,49.677183,30.74445
frequencywould,50.827964,30.337567
realtorcaustic,49.270364,32.002372
belchedsodding,49.534916,30.835167
compareas,49.151879,30.556192
neighborlyrook,48.76195,31.337431
dotwazzack,55.032994,25.875742
singesculptor,50.834637,28.944811
alloweruptions,54.318592,27.212678
souffleutility,52.615483,27.481425
singesculptor,53.980211,26.526156
ischemicfrosted,54.824847,26.532
badgefields,50.323889,29.260278
pancakesgrebe,54.5394,25.908869
gruntdrive,53.356289,26.8103
coatprecious,47.158128,34.345853
maintainwiggly,47.009247,35.245856
croutonwrack,51.561111,32.928889
axlevirtue,51.691594,32.567039
ytterbiumprovincial,51.577044,33.895333
farrowcetti,51.861267,32.750836
microwavejar,51.697017,32.621108
hypergalaxyfibula,49.605817,37.325314
backedammeter,-85.39575,40.2424722
maintainwiggly,49.847292,34.138147
expecteffective,50.450778,35.952097
figsql,50.806219,34.98395
producecoven,51.475131,35.702983
feverspolystyrene,51.152222,35.416111
meggingswine,51.380695,35.644806
poundingfrustum,51.313416,35.689167
dotwazzack,50.047153,36.240061
cleaningburnt,50.881014,35.776286
hoursethanoate,56.37785,27.218317
wonderfulscullian,57.670269,28.726925
looroasting,56.951111,30.274444
unbalancedprotoplanet,56.172461,27.158251
croutonwrack,55.902353,26.754639
wonderfulscullian,55.672708,29.550933
micaassistant,59.266111,32.898056
opticsdiameter,61.064903,36.501178
pipetsrockers,55.104833,36.425094
canalhateful,148.755,-20.276
gruntdrive,56.892675,33.66775
gravelscientific,55.452008,37.383272
namibianstabbing,50.679589,36.909908
planktonuses,-61.501594,-31.282072
namibianstabbing,53.723339,28.891756
figsql,53.579144,28.586675
gravelscientific,53.188794,27.372744
tubingwheatear,52.589786,29.539242
burritoscarriage,44.973575,38.427453
allegatorwafers,2.10508,41.5209
showerspain,46.235,38.133889
dotwazzack,48.359422,36.77365
twitequiver,54.276503,31.904908
fattyoddball,61.543889,31.098333
elatedunicorn,60.382114,25.44335
globeshameful,60.906189,29.475686
phobosstaccato,60.720039,27.236117
poundingfrustum,62.315789,27.419261
horsesmultiply,35.993214,31.722556
gammagot,35.991569,31.972703
tweezerscurve,35.018067,29.611619
dotwazzack,37.149383,32.160747
realtorcaustic,35.219167,31.864722
ledgeindeed,36.259181,32.356353
dialgraft,47.968928,29.226567
snowdonevasive,35.488389,33.820931
ashamedmuscles,36.011322,34.589333
blythpulse,54.651138,24.432972
somethingalbedo,54.458084,24.428333
feverspolystyrene,52.463644,24.073981
carrionscream,52.614,24.187428
copalinstruct,-16.9181,65.6558
bunchmeats,54.547722,24.248249
